text,label,__index_level_0__
i'm not good enough to be a comedian . i'm just a connessuir of bad jokes,0,19439
"lots of food . wings , pizza , subs . anything . you should come .",0,22260
i've not seen that in a long time . i'm heading to work soon .,0,18003
yea it is . i enjoy playing guitar . being a baker must be a lot of fun .,1,9789
 Thank god conservatives aren't as dismissive. Never hear to them resorting to calling people snowflakes or using terms like SJW to discredit people.,0,12989
i'm ending my cooking courses and will be out in the working arena soon .,0,18247
awesome ! i play in the nfl,1,2028
very cool . i made kids books,1,3137
 “All part of a plan” by Conservative’s Budgets!  Even a layperson like me knew that it was exactly what would happen by cutting policing!    clapping hands  clapping hands  clapping hands  clapping hands  clapping hands  clapping hands   to ,0,11703
i always wanted to be a professional wrestler but i am out of shape .,1,2938
"awe true , know of madonna ?",1,13717
 I'm Jackie~ She is a great character to be tbh,0,5662
she's a famous swimmer,1,5512
i'll try it . my mom needs to be healthier too . i went to school .,0,15122
"As we got into the cab, our tow truck driver, a middle-aged man from Brooklyn, wasted only a few minutes before bringing up Trump with missionary zeal. He told us that he hated politics and hated politicians, but loved Donald Trump. Why? Because Trump is the only one speaking up for people like him.",1,1573
  She is. Seriously. Ive cried so hard when I read her DM where she wrote to me “I care” and I’ve cried bc I was happy not sad and yeah that made my day,0,4164
"i use to draw a lot , but most of my free time goes to my daughter",1,4375
 But where is Antifa going to shop now?,0,7244
"oh how old are you ? i love meat , especially pork . i could never give that up .",0,23625
  Typical antifa type and he’s not worth anyone’s time.,0,5650
" Did she also say when they do to walk away""?""",0,10956
__SILENCE__,0,18053
i am pam and i enjoy wearing dark color clothes,1,1979
cabins are nice but i prefer mansions .,0,23395
"i'd still buy to help you get richer , never too much money",0,24635
 This will be settled and will never see a jury. We will never know the truth. Maybe she grabbed him first while swapping spit or he is really that stupid to just grab her. Either way I doubt we will ever know the complete truth.,1,4479
  Right!!! Politics has no place in anyone's reproductive organs OR their sex lives!!!!,1,12444
"i could do that , what position do you play ?",1,12415
 From the liberal media.....Yea...we should put all our trust in them.... haven’t told a single good thing he has done....and there are a lot of them...,0,4651
well what does she like about your friend ?,1,8514
#REALITY_CHECK for #CPC Conservatives - from Ninja Warrior ogre #Heather_Mallick.  Opinion | CPC beware — meet Maxime Bernier’s new hard-right PP URL via ,0,10217
 and if you're in ANTIFA you are one of them shit for brains. Here worship your queen she needs her toe cheese licked out. URL,1,7266
 I can’t believe you replaced the American flag with the Antifa flag!!,1,1256
nice where in europe ? france ?,0,19520
"my favorite classical is edvard grieg peer gyne suite no . 1 , op . 46 morning mood",1,11043
what do you do for fun,0,25299
 Real victims of sexual assault/harassment see how liberals are politicizing this horrendous act of betrayal. It makes me so angry. I was a victim. But not to remember details? I call BS. PTSD still effects me to this day  years later &amp; + yrs of counselling. Ask my husband.,0,8149
hello from pittsburgh where i live,0,23761
that sounds like a lot of fun .,0,15402
 a few comics i never met i REALLY want to meet now and he is one of them ha,0,6452
 You are agent of #Crypt #agentofChaurch . So don’t speak on temples.   ,0,653
i play the drums every now and again too . what is larp ?,1,74
 antifa are defined by one striking statistic - virtually none are parents. Why?,0,12488
"i also have a really big face and body , do they ?",0,18344
   Antifa JV squad?,1,1772
i do and i don't look as old as i am .,0,21918
probably gonna flirt with the dmv officer again,0,21554
wow what a rewarding job . i am a soccer player professionally .,1,7175
do you believe in legends like ghosts or leprechauns,0,16891
you aren't the kids father . vera isn't nice . i'm at the library now . you ?,1,27
"very nice ! i like radiohead more . i hunt often , do you ?",1,6666
Benidorm  check mark button   Creamfields  check mark button   Maga  check mark button    Not too shabby of a summer,0,13236
is she no longer around ?,1,12496
what did you used to do ?,0,17679
yes ! i absolutely love to cook as a hobby . do you go to school ?,0,25147
   They aren’t making fun of the woman. They are making fun of the liberals supporting barbaric tradition of covering a woman’s body with a garbage bag because men might be inclined to rape them at any given moment.,1,8776
ya . water is intense . lots of power,0,17557
  What award. Head of the Nazi antifa violence movement,1,4360
cats is amazing what the names,0,20249
do you live with anyone else ? i'm alone and lonely today .,0,19760
"After that phone call, police asked the couple to come in for questioning, prompting them to flee Saudi Arabia, a country long known for draconian laws against homosexuality.",1,89
"  How did Britain end up upside down in the ditch with all four wheels spinning lazily in the air?""  How could it not, with the rabid wealth thirsty  drunk on power, at the wheel?  #BritishToryCarCrash #ToriesOut""",0,1719
that might be nice but i'dn't want a big group going . i'm not a social person .,0,22730
i play music in honor of my deceased father,0,20383
firestarter by stephen king is my fave . do you like country music ?,1,3992
hi how ar you doing,0,20834
/. They won't be able to make it after January! There will be millions HOMELESS and STARVING! You will see a LOT MORE BEGGING on the STREETS. People living in the woods. THIS is so the rich   #Conservatives #Christians #WhiteSupremacists #MAGA #MAGAVeterans #MAGATalk URL,0,10019
hi there . i hope you like football !,1,5795
they're in detroit,0,16611
hmmm . you sing ? i do . i am an artist .,0,18225
"eh , that's why i like being alone at times",0,13842
definitely a topic i know nothing about ! do you come from a celtic heritage ?,0,17257
"she sounds like a pretty woman , and i love that movie !",1,10019
hi . i miss my grandparents sometimes .,0,24406
play hockey is usually my pass time,1,13378
pretty good . went on a nice hike today . what are you up to ?,0,27524
 He is untreatable,0,6547
i've not picked up my guitar in years . i really should make time for it,1,3616
it is a perk of being a professional basketball player . if you practice . . .,1,5757
hi ! i am arnold . how are you ?,0,21211
i don't like it . i have a condition sadly,0,20248
ok cool . . what do you do for a living ?,0,17426
i would like to take her away to a beautiful place like you see movies .,1,3921
hi i'm from the great state of michigan .,0,24298
 Thank you to everyone for making this possible you are amazing and so are the beautiful bears. I'm a member of Olivers Army and I appreciate everything you do to make lives better.,0,221
don't know much about football . soccers more my thing .,1,6649
how cool ! all black hair . my grandchildren are now doing ombre hairstyles,1,6583
"wow , that is different . no veggies . do you eat fruit too ?",0,15952
